Probecard,Freq1,Freq2,PRR_record,Temp_coeff,Test_time,Power_supply,Propagation_delay,Rise_time,Fall_time,Resistance,Functional
PC01,11.52,14.75,1121,22.3,1.3,14.14,1.14,299,199,1.297,-357.656
PC01,12.39,16.28,1121,24,2.72,15.45,2.84,299,199,1.321,-284.974
PC01,13.17,17.17,1121,25,4.3,16.43,3.97,302,201,1.522,-221.821
PC01,10.59,13.99,1121,22.4,0.96,13.37,1.11,298,198,1.125,-360.183
PC01,14.22,18.28,1121,25.3,4.38,16.21,4.13,301,202,1.856,-207.959
PC01,12.82,16.36,1121,23.9,2.8,15.79,3.01,300,200,1.424,-274.521
PC01,11.17,16.31,1121,23.5,2.51,14.95,2.34,299,200,1.283,-294.371
PC01,12.77,16.26,1121,23.8,3.05,15.92,2.72,300,200,1.294,-282.287
PC01,13.03,16.92,1121,24.5,3.44,16.09,3.61,300,201,1.272,-252.465
PC01,9.39,13.85,1121,20.9,-0.2,11.47,-0.12,297,197,1.073,-428.757
PC01,12.45,17.2,1121,24.1,2.84,14.38,2.79,301,200,1.59,-278.648
PC01,10.46,14.96,1121,22.2,0.98,13.57,1.37,297,198,1.195,-364.436
PC01,11.23,15.33,1121,22.6,1.54,14.35,1.64,297,199,1.2,-342.318
PC01,12.25,16.6,1121,24.6,3.38,15.61,3.4,300,201,1.523,-251.032
PC01,12.34,15.37,1121,23.6,2.25,15.63,2.64,299,199,1.492,-303.429
PC01,14.01,17.74,1121,24.7,3.34,15.82,3.4,301,201,1.492,-246.403
PC01,11.45,15.79,1121,23.3,2.3,15.13,2.49,299,199,1.403,-304.658
PC01,12.32,16.49,1121,23.8,2.72,15.25,2.66,300,200,1.587,-288.026
PC01,14.23,17.69,1121,24.8,3.47,16.39,3.77,301,201,1.451,-245.036
PC01,12.51,15.96,1121,23.8,3.05,14.67,2.51,300,200,1.428,-283.142
PC01,11.45,16.6,1121,23.8,2.98,15.36,2.9,300,200,1.421,-284.685
PC01,11.38,14.26,1121,22.1,1.03,13.29,0.88,298,198,1.177,-377.51
PC01,11.68,15.89,1121,23.1,2.26,14.96,2.41,300,200,1.447,-311.658
PC01,13.09,17.13,1121,24.8,3.43,16.15,3.63,301,200,1.156,-242.417
PC01,11.21,15.29,1121,22.8,1.77,14.56,1.69,299,199,1.274,-330.919
PC01,12.31,15.41,1121,23.7,2.64,14.74,2.71,299,200,1.38,-290.349
PC01,12.28,15.94,1121,23.8,2.59,15.17,2.93,300,200,1.594,-278.781
PC01,12.07,16.74,1121,23.5,2.23,14.67,2.52,300,200,1.447,-298.175
PC01,13.68,18.5,1121,25,3.57,16.27,3.81,300,201,1.418,-233.965
PC01,13.58,16.39,1121,24.2,3.59,15.57,3.05,300,201,1.441,-256.799
PC01,12.43,15.27,1121,23.9,3.59,15.91,2.57,300,201,1.487,-275.125
PC01,12.7,16.5,1121,23.5,2.68,15.63,2.16,299,200,1.452,-288.034
PC01,12.63,15.76,1121,23.6,2.07,15.5,2.63,300,199,1.377,-292.365
PC01,12.76,17,1121,25,3.85,17.51,4.16,301,200,1.488,-223.004
PC01,13.16,17.67,1121,25.1,3.92,16.84,3.87,300,201,1.285,-230.563
PC01,14.35,18.08,1121,25.8,4.76,17.24,5.1,302,202,1.576,-181.481
PC01,12.2,16.2,1121,23.7,2.53,13.88,2.76,300,200,1.631,-284.509
PC01,10.02,14.08,1121,22.4,1.16,13.04,1.56,298,199,1.047,-363.328
PC01,14.45,18.01,1121,25.2,4.14,15.72,4.41,301,201,1.598,-211.748
PC01,11.69,15.72,1121,23,2.25,14.7,1.91,298,199,1.267,-320.255
PC01,13.14,16.91,1121,24.5,3.2,16.33,3.24,300,200,1.64,-251.578
PC01,11.77,16.85,1121,23,2.13,15.4,1.96,299,200,1.436,-318.533
PC01,11.37,14.77,1121,22.4,1.42,13.53,1.13,298,198,1.142,-356.516
PC01,14.51,17.46,1121,24.2,3.41,16.1,3.58,300,200,1.265,-260.077
PC01,11.04,14.23,1121,22,1.14,13.09,0.87,299,198,1.253,-365.011
PC01,13.15,16.31,1121,24.7,3.47,16.05,3.82,301,201,1.424,-244.711
PC01,12.35,16.41,1121,23.7,3.02,15.23,3.05,300,200,1.194,-284.139
PC01,13.22,17.69,1121,24.8,3.82,16.37,3.95,300,201,1.21,-234.429
PC01,12.92,17.2,1121,24.2,3.32,15.73,3.33,301,200,1.329,-258.167
PC01,11.1,15.8,1121,23.1,1.95,14.68,1.85,299,199,1.25,-326.975
PC01,12.35,16.74,1121,24.1,3.25,15.75,3.3,300,201,1.554,-266.16
PC01,11.19,15.68,1121,22.9,1.41,14.72,1.57,299,199,1.212,-334.031
PC01,14.33,18.22,1121,25.3,4.25,17.52,4.69,302,201,1.637,-203.023
PC01,12.92,17.18,1121,24.4,3.64,15.81,3.7,300,201,1.288,-256.302
PC01,12.83,16.47,1121,24.2,2.84,16.14,3.18,301,200,1.444,-272.385
PC01,10.83,14.96,1121,22.6,1.52,13.96,1.74,298,198,1.277,-351.585
PC01,14.32,18.64,1121,25.4,4.09,17.4,4.4,301,200,1.556,-206.708
PC01,12.06,16.52,1121,23.4,2.34,14.84,2.59,299,200,1.271,-307.032
PC01,12.92,16.65,1121,24.2,3.22,16.07,3,300,200,1.602,-263.887
PC01,10.69,15.44,1121,23.1,1.99,14.7,1.91,299,199,1.078,-324.451
PC01,11.84,14.98,1121,23.2,2.44,14.67,2.25,299,200,1.255,-312.717
PC01,12.7,17.27,1121,24.3,3.45,16.39,3.19,300,200,1.424,-252.13
PC01,13.11,17.84,1121,23.9,3.03,15.82,2.53,299,199,1.397,-281.406
PC01,12.6,17.05,1121,24,2.69,15.72,2.95,300,200,1.035,-279.275
PC01,12.16,15.72,1121,23,1.77,15.12,2,299,199,1.438,-325.282
PC01,10.94,16.22,1121,23.3,2.65,15.42,2.4,300,199,1.224,-306.158
PC01,11.89,16.11,1121,23.3,2.42,15.28,1.91,300,200,1.296,-312.65
PC01,12.72,15.76,1121,23.7,2.52,14.67,2.6,300,200,1.339,-290.601
PC01,10.58,13.63,1121,22.3,1.07,13.03,0.91,298,198,1.24,-363.38
PC01,12.1,16.42,1121,23.3,2.51,15.52,2.07,299,199,1.465,-303.756
PC01,12.52,16.84,1121,24.5,3.69,15.62,3.57,300,200,1.277,-248.801
PC01,12.57,16.75,1121,24.2,3.19,14.92,3.01,300,200,1.53,-269.901
PC01,13.17,16.52,1121,23.8,2.39,15.36,2.53,299,199,1.657,-290.626
PC01,12.92,16.51,1121,24.5,3.67,14.97,3.71,300,201,1.342,-250.041
PC01,10.08,15.56,1121,22.1,1.11,12.94,1.12,299,197,1.072,-372.408
PC01,8.58,12.5,1121,20.4,-0.45,11.58,-0.23,296,196,0.951,-454.692
PC01,13.7,17.08,1121,24.8,3.48,16.3,4.2,301,201,1.396,-229.87
PC01,11.25,14.67,1121,22.6,1.81,14.07,1.53,299,199,1.224,-342.024
PC01,11.61,13.67,1121,22.1,0.84,13.29,0.66,297,198,1.118,-377.922
PC01,11.42,16.64,1121,22.9,1.77,14.49,2,299,199,1.247,-331.423
PC01,11.87,16.06,1121,23.8,2.62,14.76,2.53,300,200,1.314,-287.528
PC01,12.84,17.43,1121,24.3,3.07,16.13,3.5,300,201,1.545,-253.347
PC01,11.79,16.02,1121,24.1,2.96,16.39,3.17,300,199,1.263,-270.387
PC01,12.68,16.4,1121,23.3,2.01,14.43,2.31,299,198,1.261,-312.341
PC01,11.57,14.96,1121,22.7,1.73,14.37,1.74,299,199,1.087,-331.512
PC01,13.03,16.39,1121,24.5,3.61,15.69,3.23,300,200,1.559,-254.863
PC01,12.15,15.74,1121,23.5,2.52,16.04,2.16,300,199,1.391,-305.751
PC01,13.11,18.14,1121,25,3.81,18.4,3.77,301,202,1.665,-219.991
PC01,10.47,14.13,1121,22.5,1.47,13.38,1.48,299,199,1.114,-349.117
PC01,14.67,16.86,1121,25.3,4.33,17.05,4.15,302,201,1.567,-211.142
PC01,13.92,17.42,1121,24.8,3.69,16.87,3.69,301,201,1.516,-236.972
PC01,12.6,16.98,1121,24.3,3.19,15.02,3.28,301,201,1.427,-259.653
PC01,12.08,14.86,1121,23.1,2.08,14.3,1.69,299,200,1.311,-321.517
PC01,10.77,15.74,1121,23,1.58,14.41,1.43,298,199,1.095,-330.291
PC01,13.2,14.91,1121,23.6,2.67,14.68,2.39,299,200,1.313,-300.456
PC01,12.34,16.87,1121,23.9,3.03,16,3.31,300,200,1.465,-273.97
PC01,9.97,15.35,1121,22.2,0.99,14.19,1.37,298,198,1.08,-366.458
PC01,10.63,15.04,1121,22,1.2,13.11,0.99,298,198,1.13,-369.558
PC01,9.83,13.41,1121,22.1,1.1,13.83,1.09,298,198,1.055,-375.158
PC01,10.27,14.34,1121,22.2,0.68,13.77,0.65,298,199,1.295,-376.79
PC01,13.08,17.4,1121,24.9,3.9,16.29,3.82,301,201,1.279,-227.088
PC01,12.45,17.17,1121,23.7,2.82,16.08,2.3,300,199,1.509,-287.378
PC01,13.4,17.33,1121,24.4,3.38,16,3.43,301,201,1.376,-250.05
PC01,11.94,17.22,1121,25,3.92,15.78,4.15,301,201,1.555,-228.858
PC01,10.19,14.99,1121,22.1,0.97,13.7,1,297,199,1.213,-366.133
PC01,11.96,16.86,1121,23.9,3.07,15.22,2.86,300,200,1.177,-281.05
PC01,11.83,15.65,1121,22.7,1.81,14.24,1.8,298,199,1.439,-339.504
PC01,11.72,16.11,1121,23.4,2.39,14.88,2.68,299,199,1.323,-306.917
PC01,10.37,15.32,1121,22,1.39,13.58,0.89,299,198,1.103,-361.126
PC01,12.11,16.65,1121,24,2.61,15.36,2.92,299,200,1.509,-278.351
PC01,12.6,15.99,1121,24,2.9,15.45,2.94,300,200,1.369,-283.987
PC01,13.26,17.2,1121,24.6,3.55,15.58,3.77,301,201,1.354,-240.938
PC01,9.96,15.49,1121,21.8,1.2,12.99,0.59,298,198,1.107,-389.707
PC01,11.38,16.38,1121,23.4,2.28,15.4,1.99,299,199,1.354,-304.514
PC01,11.07,15.26,1121,22.7,1.56,14.06,2.03,298,199,1.186,-343.654
PC01,11.86,16.21,1121,23.4,2.47,14.95,2.07,299,199,1.317,-309.999
PC01,12.62,16.15,1121,24.4,2.86,15.47,3.04,300,201,1.416,-255.965
PC01,11.44,13.74,1121,22.3,1.36,14.18,1.15,298,199,1.053,-359.251
PC01,11.88,15.14,1121,22.8,1.53,13.37,1.67,298,198,1.656,-339.188
PC01,12.41,16.99,1121,24.8,3.47,16.32,3.78,301,201,1.416,-234.685
PC01,12.91,17.03,1121,25.1,3.69,16.58,3.9,302,202,1.29,-219.468
PC01,14.22,17.05,1121,25.1,3.67,18.08,4.03,302,201,1.37,-217.482
PC01,12.99,16.4,1121,23.6,2.62,15.35,2.66,299,200,1.34,-293.602
PC01,10.78,15.42,1121,23,1.9,14.34,1.65,299,198,1.409,-327.904
PC01,11.07,13.31,1121,22,1.17,13.97,0.93,298,198,1.2,-375.501
PC01,11.66,15.46,1121,23.1,2.16,15.02,1.88,299,199,1.096,-316.327
PC01,11.76,16.49,1121,23.7,2.53,14.94,2.46,300,200,1.352,-289.058
PC01,13.56,16.06,1121,24.1,2.94,15.74,3.19,300,200,1.343,-268.458
PC01,11.22,16.43,1121,23.8,2.85,14.31,2.67,299,200,1.491,-288.981
PC01,10.67,15.54,1121,22.6,1.58,14.33,1.97,298,199,1.114,-336.419
PC01,10.96,15.24,1121,23.1,2.35,14.64,1.97,299,199,1.474,-316.037
PC01,13.54,17.51,1121,25.1,3.95,16.05,3.97,301,201,1.446,-220.129
PC01,12.46,16.88,1121,23.9,3.04,15.57,2.56,301,200,1.329,-276.876
PC01,13.07,16.88,1121,25,3.65,16.03,4.04,301,202,1.537,-225.032
PC01,10.99,14.51,1121,22.6,1.42,14.42,1.26,298,198,1.038,-343.258
PC01,12.97,17.18,1121,24.8,3.67,15.7,4.19,301,201,1.511,-237.846
PC01,12.48,16.03,1121,23.2,2.17,14.07,1.9,299,199,1.151,-313.377
PC01,12.27,16.9,1121,24,3.26,15.43,3.21,300,200,1.296,-263.625
PC01,12.88,17.72,1121,25,3.69,17.13,3.87,301,200,1.276,-227.423
PC01,13.22,18.19,1121,25.3,4.31,16.64,3.7,301,202,1.401,-208.212
PC01,10.24,13.64,1121,21.3,0.16,13.24,0.36,298,196,1.274,-409.679
PC01,11.98,16.42,1121,23.9,3.03,15.55,3.04,301,200,1.446,-282.475
PC01,11.27,15.34,1121,22.8,1.79,13.41,1.53,300,199,1.277,-336.91
PC01,11.75,15.24,1121,23.2,1.85,14.45,2.14,299,200,1.297,-320.951
PC01,12.49,16.58,1121,24.3,3.15,14.97,3.28,301,200,1.084,-261.197
PC01,12.39,17,1121,24.8,3.6,14.94,3.66,301,201,1.476,-239.802
PC01,13.59,17.68,1121,25.3,4.3,17.04,4.05,302,202,1.394,-206.499
PC01,11.22,15.72,1121,23.6,2.52,14.54,2.5,299,199,1.122,-303.053
PC01,12.69,15.53,1121,24.4,3.38,15.97,3.52,300,201,1.241,-249.913
PC01,11.51,15.3,1121,22.4,1.65,13.56,1.6,298,198,1.188,-349.411
PC01,11.64,14.08,1121,21.4,0.7,13.17,0.85,298,198,0.931,-387.263
PC01,11.6,15.4,1121,23.1,2.19,14.01,2.05,299,199,1.21,-321.306
PC01,13.39,17.06,1121,24.7,3.45,16.52,3.95,300,201,1.576,-242.118
PC01,12.53,17.59,1121,24.3,3.33,16.15,3.12,301,200,1.425,-257.261
PC01,10.24,14.41,1121,21.8,0.47,13.28,0.78,297,198,0.892,-384.758
PC01,12.12,15.82,1121,22.8,2.01,14.52,2.3,300,200,1.438,-328.269
PC01,12.3,16.73,1121,24.2,2.7,16.07,3.23,301,199,1.191,-267.104
PC01,10.91,15.17,1121,23.1,1.78,14.36,1.83,299,199,1.302,-325.366
PC01,10.13,14.17,1121,22.1,0.93,13.12,1.21,298,198,1.102,-372.214
PC01,11.24,16.77,1121,23.3,2.34,14.6,2.41,299,200,1.219,-313.207
PC01,13,17.8,1121,24.5,3.39,16.17,3.23,300,200,1.407,-252.737
PC01,12.92,16.91,1121,24.9,3.73,16.43,3.81,301,200,1.598,-235.706
PC01,12.36,16.38,1121,23.7,3.03,15.43,2.96,301,199,1.484,-288.721
PC01,12.32,16.74,1121,24.4,3.22,15.58,3.27,300,200,1.619,-267.492
PC01,10.17,13.51,1121,21.9,0.9,13.59,1.08,298,198,1.242,-382.33
PC01,13.16,16.69,1121,24.6,3.88,16,3.66,301,201,1.567,-239.6
PC01,11.19,16.7,1121,22.8,1.76,14.64,1.72,300,199,0.943,-331.049
PC01,13.91,17.69,1121,25,3.82,17,4.11,301,201,1.311,-219.545
PC01,11.55,16.53,1121,24.6,3.39,16.21,3.34,301,200,1.422,-259.463
PC01,12.13,16.2,1121,23.8,3.04,14.88,2.73,300,200,1.518,-284.476
PC01,10.53,14.24,1121,21.8,0.77,13.07,0.86,299,198,1.26,-388.108
PC01,12.99,16.96,1121,25,4.18,16.74,4.12,301,200,1.6,-218.102
PC01,11.71,15.18,1121,23,2.13,14.94,1.86,300,199,1.151,-321.838
PC01,12.78,15.87,1121,24.1,3.36,16.37,3.27,301,201,1.292,-260.742
PC01,12.47,15.41,1121,23.4,2.47,14.82,2.42,300,200,1.215,-305.253
PC01,10.9,15.38,1121,22.8,1.78,14.36,1.73,300,199,1.177,-333.934
PC01,10.52,14.4,1121,21.9,0.79,13.89,0.85,298,198,1.252,-376.732
PC01,10.74,14.53,1121,21.9,0.78,13.64,0.8,299,198,0.846,-378.769
PC01,11.34,15.36,1121,23.2,1.7,14.88,2.41,299,199,1.345,-312.363
PC01,11.7,15.47,1121,23,2.06,14.07,1.93,299,199,1.076,-332.034
PC01,14.59,18.22,1121,26.1,4.9,17.66,5.3,302,202,1.657,-167.642
PC01,10.08,15.35,1121,22.6,1.48,13.15,1.81,298,199,1.208,-342.735
PC01,11.19,15.66,1121,23.5,2.38,15.37,2.31,300,200,1.542,-300.931
PC01,11.97,16.47,1121,24.1,3.1,15.6,2.89,300,200,1.307,-271.198
PC01,10.9,14.94,1121,22.7,1.6,15.41,1.92,298,199,1.241,-335.548
PC01,12.33,16,1121,23.7,3.15,15.47,2.82,300,199,1.348,-287.798
PC01,14.38,18.7,1121,26,5.07,17.41,4.83,303,202,1.441,-178.153
PC01,13.41,17.85,1121,24.5,3.29,16.3,3.22,300,201,1.199,-252.026
PC01,11.99,16.54,1121,23.6,2.62,14.87,2.58,300,200,1.19,-300.746
PC01,12.48,16.39,1121,24,3.29,15.44,2.94,300,200,1.422,-271.917
PC01,13.65,17.8,1121,24.7,4.06,15.58,3.52,300,201,1.3,-238.055
PC01,8.42,12.69,1121,20.5,-0.67,11.26,-0.89,297,197,0.812,-452.77
PC01,12.7,16.68,1121,24.1,2.88,15.78,3.21,300,201,1.455,-272.67
PC01,12.7,17.31,1121,24.4,3.23,14.99,3.14,300,200,1.331,-258.022
PC01,12.35,16.71,1121,24.3,3.47,15.47,3.35,301,200,1.166,-251.254
PC01,13.58,16.69,1121,24.5,3.19,16.32,3.54,300,201,1.428,-252.638
PC01,14.49,18.55,1121,25.4,4.49,16.04,4.58,302,201,1.404,-203.281
PC01,12.34,15.62,1121,23.6,2.49,14.74,2.11,300,199,1.365,-297.703
PC01,10.99,15.84,1121,22.4,1.92,14.08,1.66,299,199,1.119,-341.506
PC01,10.3,14.88,1121,22.7,1.81,13.39,2.03,299,199,1.207,-341.601
PC01,11.7,15.32,1121,22.8,2.02,14.18,1.62,299,198,1.28,-330.928
PC01,9.72,15.32,1121,22.3,1.03,13.55,1.27,298,198,1.116,-362.009
PC01,11.63,16.56,1121,23.7,2.45,15.87,2.67,301,200,1.413,-282.274
PC01,11.08,13.96,1121,22.6,1.24,13.57,1.46,298,199,1.079,-348.19
PC01,13.73,17.79,1121,25,4.35,16.55,3.79,301,201,1.646,-221.943
PC01,12.9,16.93,1121,24.4,3.27,15.64,3.4,300,201,1.398,-258.868
PC01,11.67,15.98,1121,23.1,2.15,15.1,1.88,299,200,1.392,-310.97
PC01,13.29,17.41,1121,25,4.04,16.77,4.13,301,201,1.318,-219.92
PC01,12.93,16.13,1121,24.2,2.93,15.43,2.82,300,199,1.35,-269.495
PC01,10.43,14.31,1121,21.5,0.63,12.75,0.87,297,198,1.239,-390.827
PC01,11.49,15.81,1121,23.1,2.03,14.11,1.93,299,198,1.248,-322.527
PC01,12.58,17.39,1121,24.7,3.19,16.48,3.37,302,200,1.184,-247.656
PC01,11.83,16.59,1121,23.5,2.2,14.21,2.45,300,199,1.531,-310.59
PC01,12.16,16.42,1121,23.8,2.22,14.63,2.87,299,200,1.483,-288.824
PC01,12.59,16.55,1121,24.1,2.89,15.89,3.29,300,199,1.437,-273.227
PC01,12.46,16.14,1121,24.3,3.57,16.06,3.47,300,199,1.194,-261.847
PC01,13.06,18.7,1121,25.3,4.43,16.38,4.36,301,201,1.497,-215.198
PC01,11.37,14.22,1121,22.6,1.62,14.32,1.5,298,199,1.305,-340.759
PC01,11.25,14.7,1121,22.1,0.78,13.88,0.97,297,199,1.13,-372.684
PC01,11.41,15.82,1121,23.5,2.36,15.33,2.43,300,198,1.426,-305.673
PC01,9.81,14.05,1121,22.2,0.98,13.19,1.18,299,199,1.161,-366.016
PC01,13.54,16.85,1121,24.4,3.37,16.12,3.44,301,200,1.519,-250.845
PC01,11.96,16.27,1121,23.9,2.93,14.12,2.62,300,199,1.375,-278.673
PC01,11.08,15.61,1121,23,2.08,14.59,2.27,299,199,1.412,-318.457
PC01,11.06,14.83,1121,22.4,1.42,14.27,1.43,299,199,1.208,-357.171
PC01,11.9,14.23,1121,23.1,1.76,13.72,1.95,299,200,1.185,-327.491
PC01,11.73,15.66,1121,23.3,2.1,14.76,2.13,299,198,1.151,-309.695
PC01,12.46,16.77,1121,24.2,3.25,15.49,3.15,299,201,1.582,-263.092
PC01,10.83,15.31,1121,23.1,2.09,14.06,2.05,298,199,1.314,-327.109
PC01,12.7,16.57,1121,23.8,2.81,15.25,2.95,300,199,1.346,-292.448
PC01,11.98,15.58,1121,23.8,2.71,14.47,2.56,300,200,1.451,-282.69
PC01,13.01,16.1,1121,23.7,2.57,14.98,2.46,300,199,1.469,-287.04
PC01,13.15,16.06,1121,24.4,3.58,16.5,3.9,301,201,1.463,-254.706
PC01,11.77,14.95,1121,23.1,1.98,14.76,1.84,299,199,1.292,-322.204
PC01,11.92,16.47,1121,23.8,2.45,15.39,2.63,300,200,1.336,-292.619
PC01,10.44,15.18,1121,22.2,1.04,12.78,0.62,299,198,1.113,-365.469
PC01,12.53,17.35,1121,24.4,3.22,17.01,3.42,301,201,1.436,-253.446
PC01,8,12.45,1121,19.9,-1.01,11.77,-0.94,296,196,0.687,-475.892
PC01,12.36,15.88,1121,24,3.01,16.02,2.94,300,201,1.309,-278.68
PC01,12.53,16.25,1121,24,2.51,15.63,2.74,299,200,1.307,-280.601
PC01,11.62,15.43,1121,22.9,2,14.01,1.95,299,199,1.091,-328.734
PC01,12.94,16.6,1121,24.5,3.61,16.42,3.45,300,200,1.417,-246.444
PC01,11.53,14.68,1121,22.7,1.69,14.28,1.27,299,198,1.408,-345.669
PC01,12.88,16.35,1121,24.5,3.4,15.65,3.53,300,200,1.277,-256.568
PC01,12.64,16.16,1121,23.8,2.49,15.66,3.22,300,200,1.526,-281.085
PC01,11.36,15.78,1121,23.3,2.54,14.94,2.29,300,201,1.277,-310.116
PC01,10.92,14.4,1121,23.3,2.35,15.45,2.43,299,199,1.493,-308.128
PC01,12.5,16.53,1121,23.4,2.41,15.17,2.55,299,200,1.502,-297.492
PC01,13.46,17.59,1121,25.1,3.72,17.07,3.89,301,201,1.26,-225.82
PC01,10.89,15.08,1121,22.5,1.67,13.69,1.09,299,199,1.339,-347.623
PC01,12.25,15.49,1121,23.7,2.63,15.72,2.53,300,200,1.358,-288.41
PC01,10.79,14.22,1121,21.5,0.62,12.48,0.33,298,197,1.167,-401.468
PC01,12.75,15.5,1121,23.6,2.41,15.22,2.58,300,200,1.537,-292.485
PC01,9.72,15.01,1121,22.1,0.9,14,1.15,298,197,0.995,-374.173
PC01,10.17,14.51,1121,22.4,1.21,14.51,1.18,298,198,1.146,-360.962
PC01,11.66,14.52,1121,23.2,1.77,14.26,1.85,299,199,1.19,-319.657
PC01,10.18,14.71,1121,22.3,1.01,13.38,1.39,299,198,1.052,-368.679
PC01,11.75,17.22,1121,23.7,2.66,14.52,2.76,299,200,1.303,-285.777
PC01,11.05,15.86,1121,23.2,1.9,15.44,2.02,300,200,1.096,-305.117
PC01,12.35,17.08,1121,24.3,3.49,15.69,3.6,300,201,1.297,-250.095
PC01,11.63,15.84,1121,23,1.9,13.25,2.15,300,199,1.264,-313.314
PC01,11.92,16.93,1121,24.4,3.35,15.93,3.13,301,201,1.559,-255.33
PC01,13.5,18.32,1121,25.5,4.56,17.58,4.58,301,201,1.644,-191.126
PC01,13.25,15.99,1121,24,2.93,16.06,2.62,300,200,1.251,-287.844
PC01,11.6,17.07,1121,23.6,2.5,15.3,2.01,298,199,0.946,-300.954
PC01,11.34,15.3,1121,23.3,2.32,14.68,2.19,299,199,1.373,-309.209
PC01,12.09,15.29,1121,23.3,2.49,14.38,2.13,300,200,1.182,-305.844
PC01,10.85,14.32,1121,22.7,1.87,14.8,1.42,299,199,1.445,-340.846
PC01,11.75,16.06,1121,23.5,2.74,15.3,2.71,299,200,1.574,-302.722
PC01,13.65,17.66,1121,24.9,4.05,15.53,4.15,301,200,1.496,-224.709
PC01,11.71,15.51,1121,23,2.19,14.67,2.12,299,198,1.382,-318.38
PC01,13.42,17.29,1121,24.8,3.48,16.56,3.58,301,201,1.533,-244.978
PC01,11.69,15.98,1121,23.4,2.35,15.34,2.38,300,200,1.408,-305.943
PC01,11.19,14.52,1121,22.3,1.48,14.04,1.33,299,198,1.219,-360.72
PC01,12.24,14.95,1121,22.8,1.78,14.78,1.85,298,198,1.33,-339.437
PC01,11.7,16.31,1121,23.9,2.88,15.91,2.54,299,200,1.448,-272.866
PC01,10.11,14.8,1121,21.9,0.59,13.45,0.81,297,198,1.166,-383.931
PC01,12.3,15.67,1121,23,2.06,13.29,2.28,298,199,1.214,-327.285
PC01,11.95,14.99,1121,22.8,1.99,14.37,1.97,299,200,1.591,-325.452
PC01,11.71,15.7,1121,23.3,2.47,14.63,2.36,300,199,1.346,-311.328
PC01,11.6,15.72,1121,23.7,2.65,15.38,3.03,300,199,1.305,-292.597
PC01,12.57,17.33,1121,24.9,3.99,16.43,4,300,201,1.663,-230.073
PC01,11.72,15.24,1121,23.4,2.76,14.9,2.71,300,200,1.613,-297.897
PC01,12.43,17.09,1121,23.9,3.13,15.19,3.1,300,200,1.318,-275.877
PC01,10.41,15.62,1121,22.8,1.83,14.53,1.67,300,198,1.189,-338.875
PC01,12.98,18.41,1121,24.9,3.93,16.91,3.78,301,201,1.573,-224.076
PC01,12.34,16.12,1121,23.4,2.65,15.74,2.57,301,199,1.2,-308.887
PC01,11.05,14.03,1121,21,-0.49,12.34,0.23,296,197,1.109,-431.139
PC01,11.84,16.04,1121,23.4,2.23,15.22,2.14,299,199,1.446,-302.159
PC01,10.05,14.48,1121,22,0.69,13.56,0.85,297,198,1.015,-379.147
PC01,12.38,16.42,1121,24.1,2.82,15.99,2.96,299,200,1.315,-270.999
PC01,11.87,15.4,1121,22.6,1.78,14.12,1.27,298,198,1.057,-346.702
PC01,10.26,13.77,1121,21.6,0.14,12.38,0.65,296,198,1.006,-390.033
PC01,12.63,16.49,1121,24.6,3.69,15.2,3.36,300,201,1.497,-246.331
PC01,13.37,17.09,1121,24.1,2.94,15.42,3.17,299,200,1.595,-268.136
PC01,10.92,15.45,1121,23.2,2.31,14.58,2.26,298,199,1.22,-310.399
PC01,11.86,16.09,1121,24.2,2.9,16.36,3.43,300,200,1.37,-268.744
PC01,13.5,17.39,1121,24.7,4.13,16.41,3.99,301,202,1.426,-232.054
PC01,10.59,14.21,1121,22.2,1.11,12.79,1.47,299,198,0.914,-372.645
PC01,10.87,14.85,1121,22.6,1.55,14.03,1.6,299,198,1.205,-348.79
PC01,11.5,15.83,1121,22.7,1.86,13.28,1.7,298,199,1.176,-339.739
PC01,12.87,17.25,1121,24.3,3,16.68,3.12,300,200,1.562,-255.542
PC01,11.29,14.91,1121,22.9,2.01,14,1.85,299,200,1.163,-329.296
PC01,11.27,15,1121,23,1.85,14.44,2.01,298,199,1.292,-321.41
PC01,11.88,16.48,1121,23.9,2.42,15.17,2.61,300,200,1.376,-289.122
PC01,12.24,15.26,1121,23.7,2.53,15.25,2.87,301,199,1.338,-297.067
PC01,10.86,13.71,1121,21.5,0.71,14.34,0.31,297,198,1.156,-398.374
PC01,10.5,13.54,1121,21.7,0.6,12.63,0.44,298,198,1.003,-389.617
PC01,10.66,16.29,1121,22.8,1.7,14.8,2.02,299,200,1.171,-330.492
PC01,12.65,15.9,1121,23.5,2.29,14.69,2.63,300,200,1.309,-304.519
PC01,11.96,15.77,1121,23.6,2.96,15.2,3.02,300,199,1.202,-286.472
PC01,11.48,16.45,1121,24.2,2.68,14.88,2.68,300,199,1.405,-276.855
PC01,10.44,16.28,1121,23.2,2.28,14.43,2.12,299,199,1.257,-322.113
PC01,12.83,16.54,1121,23.9,2.97,15.35,2.62,300,199,1.288,-277.28
PC01,12.75,16.66,1121,24,2.85,15.41,2.68,301,200,1.323,-272.138
PC01,11.37,15.59,1121,22.7,1.49,14.89,1.96,298,199,0.993,-335.881
PC01,14.82,17.61,1121,25.7,4.4,17.04,4.64,301,202,1.53,-189.945
PC01,11.31,16.28,1121,23.5,2.66,15.32,3.18,299,200,1.471,-287.195
PC01,13.49,17.05,1121,25,4.03,16.05,3.91,301,200,1.525,-225.27
